"text","retweet_count","favorite_count","Followers","Follower_Change","Num_Tweets","Year","Month","Week","Day","Hour"
"Another new Iowa poll just released. Thank you! #IACaucus #FITN https://t.co/RGkrruqpM7",2535,7012,5636357,10382,18,2016,1,2,12,21
"Such a serious problem for Ted &amp; the GOP. Great doubt Dems will sue! Let's all work together to solve this problem. https://t.co/cNl6dmFb6q",1357,3431,5636357,10382,18,2016,1,2,12,20
"On my way to Cedar Falls Iowa now. Will be great--I love the people of Iowa!",1584,5719,5636357,10382,18,2016,1,2,12,19
"THANK YOU! #Trump2016 https://t.co/QmDcCKppEu",3095,7633,5636357,10382,18,2016,1,2,12,15
"The Tonight Show begins in 5 minutes. Enjoy!",780,3910,5636357,10382,18,2016,1,2,12,4
".@stuartpstevens horrible advise to Mitt Romney made victory an impossibility. Don't blame Mitt! Now Stevens can't get a job!",814,2974,5636357,10382,18,2016,1,2,12,4
"@CLewandowski_: .@stuartpstevens --failed strategist"" who can't find clients criticizes winning #TeamTrump. Stop complaining &amp; try winning",878,3054,5636357,10382,18,2016,1,2,12,3
"Fantastic job on @CNN  tonight. @kayleighmcenany is a winner! @donlemon",688,2665,5636357,10382,18,2016,1,2,12,3
"Don't forget to watch The Tonight Show with the wonderful @jimmyfallon at 11:30 P.M. You will not be disappointed!  @NBC",1112,4016,5636357,10382,18,2016,1,2,12,2
"Face The Nation's interview of me was the highest rated show that they have had in 15 years. Congratulations and WOW!  @CBSNews @jdickerson",1485,5234,5636357,10382,18,2016,1,2,12,2
".@MajorCBS Major Garrett of @CBSNews covers me very inaccurately. Total agenda bad reporter!",1048,3413,5636357,10382,18,2016,1,2,12,1
"Thank you Michael Harrison @Talkersmagazine for your kind words - greatly appreciated!",695,2641,5636357,10382,18,2016,1,2,12,1
"Will be on @FallonTonight with @JimmyFallon on @NBC at 11:35pmE. Enjoy! #Trump2016 https://t.co/Z9zbKfXJqb",2113,6347,5625975,10884,11,2016,1,2,11,22
".@megynkelly recently said that she canÕt be wooed by Trump. She is so average in every way who the hell wants to woo her!",4300,10573,5625975,10884,11,2016,1,2,11,20
"New Iowa poll. Thank you!#MakeAmericaGreatAgain #Trump2016 https://t.co/19sshZ8dSu",2194,5227,5625975,10884,11,2016,1,2,11,19
".@RinglingBros is retiring their elephants-- the circus will never be the same.",1347,3736,5625975,10884,11,2016,1,2,11,19
"Congratulations to @jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!",1292,4481,5625975,10884,11,2016,1,2,11,19
"Just arrived in New Hampshire. Thank you to all of my supporters!#MakeAmericaGreatAgain #Trump2016 https://t.co/KSguIhkIwa",2371,6785,5625975,10884,11,2016,1,2,11,15
"So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive highly unethical!",1048,3648,5625975,10884,11,2016,1,2,11,15
"Great job on Fox this morning @KatiePavlich. I am sending out for your book immediately. Thank you very much!",973,3370,5625975,10884,11,2016,1,2,11,14
"Congratulations to my friend @TheSlyStallone on winning a #GoldenGlobe. A wonderful guy- who has created something special- well deserved!",1705,6136,5625975,10884,11,2016,1,2,11,14
"Why does @ThisWeekABC w/ @GStephanopoulos allow a hater &amp; racist like @tavissmiley to waste good airtime? @ABC can do much better than him!",1060,3276,5625975,10884,11,2016,1,2,11,14
"Thank you to our law enforcement officers! #LESM #Trump2016 https://t.co/sfuuVrx33E",3766,9810,5625975,10884,11,2016,1,2,11,0
"Union Leader refuses to comment as to why they were kicked out of the ABC News debate like a dog. For starters try getting a new publisher!",1480,4757,5615091,11031,12,2016,1,2,10,23
"UL has lost all credibility under Joe McQuaid w circulation dropping to record lows. They aren't worthy of representing the great people NH.",1032,3510,5615091,11031,12,2016,1,2,10,21
"This is really unfair and a conflict for all the other candidates. I said it should not be allowed and ABC agreed.",1027,3716,5615091,11031,12,2016,1,2,10,21
"If their highly unethical behavior including begging me for ads isnÕt questionable enough they have endorsed a candidate who canÕt win.",1051,3641,5615091,11031,12,2016,1,2,10,21
"I am pleased to announce that I had the Union Leader removed from the upcoming debate. https://t.co/DL8hDPzHoi",2053,5137,5615091,11031,12,2016,1,2,10,21
"Remember get TIME magazine! I am on the cover. Take it out in 4 years and read it again! Just watch...",2508,6985,5615091,11031,12,2016,1,2,10,20
"Heading now for Reno Nevada for a big rally. Good poll numberd all over!",1233,4806,5615091,11031,12,2016,1,2,10,18
"In the just out @FoxNews Poll I easily beat Hillary Clinton - and I havn't even focused on her yet. On our way: MAKE AMERICA GREAT AGAIN!",3108,8432,5615091,11031,12,2016,1,2,10,18
"Yesterday in Iowa was amazing - two speeches in front of two great sold out crowds. They love that I am the only candidate self-funding!",1732,6308,5615091,11031,12,2016,1,2,10,18
"@redletter99: Trump pummels his opponents - and the press | SunHerald @realDonaldTrump https://t.co/9MQhOSpiWa  Thank you!",1264,3420,5615091,11031,12,2016,1,2,10,13
"I want to thank the people of Iowa for an unbelievable day. The crowds were amazing. Will be back Tuesday!",1903,6698,5615091,11031,12,2016,1,2,10,0
"Will be on Meet the Press with @ChuckTodd tomorrow morning. Enjoy!",1107,3926,5615091,11031,12,2016,1,2,10,0
"I will be interviewed by Chris Wallace on Fox tomorrow morning. Tune in!",1244,4483,5615091,11031,12,2016,1,2,10,0
"I'm protesting the @UnionLeader from having anything to do w/ ABC debate. Their unethical record doesn't give them the right to be involved!",1885,5350,5604060,12505,9,2016,1,2,9,18
"(2/2) David brilliantly tells it like it is -- the real deal! Read it! https://t.co/9n5CCrefKn",1023,2853,5604060,12505,9,2016,1,2,9,17
"(1/2) Time Magazine has me on the cover this week. David Von Drehle has written one of the best stories I have ever had.",1498,4372,5604060,12505,9,2016,1,2,9,17
"Thank you so much. Earnest must have been a great person. https://t.co/2DZp7YOadj https://t.co/2YtLlEwceB",1102,3791,5604060,12505,9,2016,1,2,9,17
".@JonahNRO watched on @seanhannity and appreciate your statements --- I have been waiting for them for a long time. Thank you.",798,2823,5604060,12505,9,2016,1,2,9,16
"Thank you @TheFix- Chris Cillizza. It is a true person of character that can change his opinion &amp; do what is right. https://t.co/0VxlT9iEbr",1070,2749,5604060,12505,9,2016,1,2,9,16
"Constitutional law expert  #Laurence Tribe of Harvard says ""wrong to say it (natural born citizen) is a settled matter-it isn't settled).",1217,3253,5604060,12505,9,2016,1,2,9,15
"South Carolina rally last night was so unbelievably exciting (and fun). I am now off to Iowa for two big rallies - packed houses. Love it!",1922,6775,5604060,12505,9,2016,1,2,9,14
"Pat Buchanan gave a fantastic interview this morning on @CNN - way to go Pat way ahead of your time!",1368,4034,5604060,12505,9,2016,1,2,9,14
"Great even in SC tonight! Fire Marshall would not let everyone in-- 5000 turned away. Thank you for coming!",1913,6343,5604060,12505,9,2016,1,2,9,2
"Will be at venue in wonderful South Carolina very soon. Big traffic back-up tremendous crowd! Will be wild.",1230,4721,5591555,19818,20,2016,1,2,8,23
"#FoxNews Poll - THANK YOU!#MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3",2423,5718,5591555,19818,20,2016,1,2,8,23
"#MakeAmericaGreatAgain #Trump2016 https://t.co/3HmclWL9GT",2558,6235,5591555,19818,20,2016,1,2,8,22
"Love seeing union &amp; non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders canÕt compete!",2627,7185,5591555,19818,20,2016,1,2,8,22
"I hope all workers demand that their @Teamsters reps endorse Donald J. Trump. Nobody knows jobs like I do! DonÕt let them sell you out!",2162,5933,5591555,19818,20,2016,1,2,8,22
"On my way to South Carolina. Big Crowd--- look forward to it!",1279,5023,5591555,19818,20,2016,1,2,8,21
